id_campagne,nom_campagne,canal,budget,date_debut,date_fin,ventes_generees,taux_engagement_percent,Roi_percent,cout_par_vente,mois,annee
M06932,CAMPAGNE PROMO 259,Tiktok,7804.97,2024-02-14,2024-02-28,1162,3.1,-13.7,6.72,2,2024
M06933,CAMPAGNE PROMO 241,Tv,10270.55,2025-07-05,2025-07-25,1891,8.21,86.96,5.43,7,2025
M06934,CAMPAGNE BLACKFRIDAY 457,Facebook,14406.91,2025-04-04,2025-05-01,1883,9.83,2.15,7.65,4,2025
M06935,CAMPAGNE PROMO 260,Facebook,2004.86,2024-05-24,2024-05-29,1354,5.85,33.63,1.48,5,2024
M06936,CAMPAGNE BLACKFRIDAY 453,Radio,17854.78,2024-07-03,2024-07-21,246,1.07,42.32,72.58,7,2024
M06937,CAMPAGNE PROMO 469,Google Ads,3540.63,2024-07-25,2024-08-16,959,4.45,144.23,3.69,7,2024
M06938,CAMPAGNE BLACKFRIDAY 187,Tv,7233.07,2025-02-24,2025-03-04,1470,2.57,101.57,4.92,2,2025
M06939,CAMPAGNE BLACKFRIDAY 44,Facebook,2463.45,2025-05-25,2025-06-10,1566,3.32,32.02,1.57,5,2025
M06940,CAMPAGNE PROMO 83,Google Ads,2248.32,2025-07-25,2025-08-22,1934,3.48,114.28,1.16,7,2025
M06941,CAMPAGNE FIDÉLITÉ 416,Tv,3122.7,2024-12-22,2024-12-28,618,0.96,58.58,5.05,12,2024
M06942,CAMPAGNE BLACKFRIDAY 130,Email,2010.98,2025-03-15,2025-04-01,1378,1.45,36.77,1.46,3,2025
M06943,CAMPAGNE SAISON 242,Tiktok,2061.0,2024-03-05,2024-04-03,25,3.46,111.86,82.44,3,2024
M06944,CAMPAGNE SAISON 127,Tv,17378.64,2025-02-02,2025-02-22,877,8.89,115.28,19.82,2,2025
M06945,CAMPAGNE PROMO 48,Email,13421.41,2024-12-21,2024-12-27,396,10.98,-11.07,33.89,12,2024
M06946,CAMPAGNE SAISON 117,Email,10642.69,2025-06-07,2025-06-14,1882,10.23,19.21,5.65,6,2025
M06947,CAMPAGNE INFLUENCE 88,Facebook,10262.47,2024-11-05,2024-11-25,1613,9.06,123.28,6.36,11,2024
M06948,CAMPAGNE INFLUENCE 348,Email,18958.79,2024-12-22,2025-01-13,1501,8.51,139.54,12.63,12,2024
M06949,CAMPAGNE SAISON 257,Tv,17786.98,2024-08-29,2024-09-21,1940,1.46,143.12,9.17,8,2024
M06950,CAMPAGNE LANCEMENT 19,Tv,6025.6,2024-01-30,2024-02-08,1382,10.97,132.03,4.36,1,2024
M06951,CAMPAGNE FIDÉLITÉ 434,Radio,19953.5,2025-04-05,2025-04-14,1162,7.45,54.6,17.17,4,2025
M06952,CAMPAGNE SAISON 450,Email,9386.94,2025-04-02,2025-04-27,920,10.34,111.45,10.2,4,2025
M06953,CAMPAGNE SAISON 25,Tiktok,15450.36,2024-03-21,2024-04-08,1756,5.34,83.91,8.8,3,2024
M06954,CAMPAGNE SAISON 375,Instagram,1068.45,2024-12-07,2024-12-24,1883,0.64,95.32,0.57,12,2024
M06955,CAMPAGNE INFLUENCE 387,Radio,6389.96,2024-01-08,2024-02-02,1641,10.82,-1.48,3.89,1,2024
M06956,CAMPAGNE PROMO 468,Tiktok,5945.21,2024-04-07,2024-04-15,1228,12.0,6.62,4.84,4,2024
M06957,CAMPAGNE INFLUENCE 476,Google Ads,10723.66,2025-06-18,2025-07-03,1747,3.35,74.88,6.14,6,2025
M06958,CAMPAGNE PROMO 461,Google Ads,18286.52,2024-04-10,2024-04-16,19,11.33,124.54,962.45,4,2024
M06959,CAMPAGNE FIDÉLITÉ 231,Radio,1189.67,2024-02-17,2024-03-08,299,2.31,83.77,3.98,2,2024
M06960,CAMPAGNE FIDÉLITÉ 115,Facebook,14316.94,2024-12-22,2025-01-01,1164,3.52,117.43,12.3,12,2024
M06961,CAMPAGNE SAISON 90,Email,8373.58,2025-07-15,2025-07-20,1467,5.29,90.27,5.71,7,2025
M06962,CAMPAGNE INFLUENCE 10,Radio,12666.34,2024-12-27,2025-01-04,264,2.72,62.07,47.98,12,2024
M06963,CAMPAGNE LANCEMENT 238,Radio,943.96,2024-12-27,2025-01-23,675,1.69,62.96,1.4,12,2024
M06964,CAMPAGNE INFLUENCE 365,Email,8451.87,2025-04-28,2025-05-07,1785,4.81,72.71,4.73,4,2025
M06965,CAMPAGNE PROMO 400,Instagram,14710.68,2025-03-04,2025-03-21,144,11.7,76.69,102.16,3,2025
M06966,CAMPAGNE SAISON 275,Tiktok,2152.89,2024-09-19,2024-10-07,1167,7.62,66.12,1.84,9,2024
M06967,CAMPAGNE SAISON 121,Facebook,15074.47,2025-04-03,2025-04-12,1954,11.14,139.83,7.71,4,2025
M06968,CAMPAGNE LANCEMENT 51,Email,10774.83,2024-05-18,2024-06-13,663,1.34,142.95,16.25,5,2024
M06969,CAMPAGNE BLACKFRIDAY 343,Tv,3190.32,2025-03-31,2025-04-26,168,5.67,36.38,18.99,3,2025
M06970,CAMPAGNE FIDÉLITÉ 496,Tiktok,2550.65,2024-03-30,2024-04-29,171,7.46,30.36,14.92,3,2024
M06971,CAMPAGNE FIDÉLITÉ 432,Instagram,1942.92,2025-03-09,2025-04-05,473,3.02,21.65,4.11,3,2025
M06972,CAMPAGNE INFLUENCE 160,Google Ads,17948.18,2025-03-16,2025-04-14,1331,3.81,123.31,13.48,3,2025
M06973,CAMPAGNE LANCEMENT 248,Google Ads,3651.19,2024-09-25,2024-10-10,1085,3.72,15.66,3.37,9,2024
M06974,CAMPAGNE BLACKFRIDAY 183,Instagram,10984.14,2024-12-17,2025-01-02,22,7.12,28.33,499.28,12,2024
M06975,CAMPAGNE BLACKFRIDAY 35,Email,7385.97,2024-01-31,2024-02-24,313,10.51,111.46,23.6,1,2024
M06976,CAMPAGNE SAISON 171,Tv,1453.44,2025-06-22,2025-07-07,1993,3.25,60.58,0.73,6,2025
M06977,CAMPAGNE FIDÉLITÉ 189,Instagram,18677.38,2025-07-20,2025-07-27,1825,3.42,82.44,10.23,7,2025
M06978,CAMPAGNE INFLUENCE 205,Instagram,15132.49,2024-12-26,2025-01-25,299,9.62,133.31,50.61,12,2024
M06979,CAMPAGNE SAISON 87,Instagram,3589.95,2025-05-02,2025-05-24,1269,2.71,134.95,2.83,5,2025
M06980,CAMPAGNE BLACKFRIDAY 22,Tv,16095.21,2025-06-15,2025-07-14,464,2.52,70.56,34.69,6,2025
M06981,CAMPAGNE SAISON 368,Radio,6696.79,2024-05-25,2024-06-17,1465,7.32,83.77,4.57,5,2024
M06982,CAMPAGNE SAISON 469,Google Ads,18903.24,2024-05-11,2024-05-17,1756,8.54,115.59,10.76,5,2024
M06983,CAMPAGNE BLACKFRIDAY 315,Email,3561.46,2024-07-01,2024-07-28,507,3.24,73.44,7.02,7,2024
M06984,CAMPAGNE INFLUENCE 4,Radio,19077.77,2024-02-06,2024-02-21,1472,6.51,2.76,12.96,2,2024
M06985,CAMPAGNE LANCEMENT 213,Instagram,2270.6,2024-01-04,2024-01-18,1635,3.9,69.42,1.39,1,2024
M06986,CAMPAGNE FIDÉLITÉ 402,Facebook,12371.89,2024-11-20,2024-11-29,1855,5.92,32.15,6.67,11,2024
M06987,CAMPAGNE BLACKFRIDAY 185,Instagram,3409.03,2025-05-16,2025-05-25,1504,0.5,83.28,2.27,5,2025
M06988,CAMPAGNE FIDÉLITÉ 151,Email,1100.73,2024-09-18,2024-09-28,562,2.49,109.99,1.96,9,2024
M06989,CAMPAGNE LANCEMENT 196,Email,14847.12,2025-01-26,2025-02-17,1231,9.96,115.95,12.06,1,2025
M06990,CAMPAGNE FIDÉLITÉ 21,Radio,11114.41,2024-10-09,2024-10-14,1226,2.07,117.08,9.07,10,2024
M06991,CAMPAGNE BLACKFRIDAY 50,Tiktok,4865.45,2024-08-17,2024-09-11,1906,4.36,31.87,2.55,8,2024
M06992,CAMPAGNE SAISON 382,Tv,15111.52,2025-02-25,2025-03-09,1822,4.32,56.22,8.29,2,2025
M06993,CAMPAGNE BLACKFRIDAY 179,Instagram,14724.95,2025-05-16,2025-05-21,417,2.48,38.89,35.31,5,2025
M06994,CAMPAGNE SAISON 218,Instagram,5106.63,2024-11-06,2024-12-03,688,7.61,147.02,7.42,11,2024
M06995,CAMPAGNE SAISON 495,Tv,7884.09,2024-04-07,2024-04-23,926,9.3,31.84,8.51,4,2024
M06996,CAMPAGNE INFLUENCE 36,Google Ads,11200.17,2024-07-12,2024-08-08,1369,1.9,128.17,8.18,7,2024
M06997,CAMPAGNE LANCEMENT 346,Google Ads,2779.83,2024-10-14,2024-10-24,1159,10.25,5.0,2.4,10,2024
M06998,CAMPAGNE BLACKFRIDAY 388,Tv,16102.22,2024-03-09,2024-04-08,1618,1.23,147.39,9.95,3,2024
M06999,CAMPAGNE SAISON 340,Google Ads,3652.53,2025-04-23,2025-05-03,1045,5.28,131.66,3.5,4,2025
M07000,CAMPAGNE PROMO 309,Radio,5464.62,2025-07-12,2025-08-02,973,2.69,76.03,5.62,7,2025
M07001,CAMPAGNE SAISON 359,Facebook,932.82,2024-10-27,2024-11-17,636,5.68,13.03,1.47,10,2024
M07002,CAMPAGNE PROMO 424,Tiktok,9775.0,2024-07-19,2024-07-25,153,9.61,63.97,63.89,7,2024
M07003,CAMPAGNE SAISON 500,Tiktok,19145.35,2024-09-05,2024-09-26,755,8.3,145.06,25.36,9,2024
M07004,CAMPAGNE BLACKFRIDAY 229,Instagram,12658.27,2025-02-12,2025-03-03,1868,1.52,148.69,6.78,2,2025
M07005,CAMPAGNE PROMO 265,Google Ads,10635.85,2025-06-23,2025-07-11,1641,3.31,33.14,6.48,6,2025
M07006,CAMPAGNE FIDÉLITÉ 386,Facebook,5840.67,2024-03-08,2024-03-27,619,2.24,40.35,9.44,3,2024
M07007,CAMPAGNE PROMO 266,Facebook,4019.28,2025-05-29,2025-06-27,1886,6.45,90.91,2.13,5,2025
M07008,CAMPAGNE BLACKFRIDAY 193,Tv,893.48,2025-02-16,2025-02-23,3,9.73,147.0,297.83,2,2025
M07009,CAMPAGNE FIDÉLITÉ 338,Facebook,8181.81,2024-05-31,2024-06-08,513,7.51,129.77,15.95,5,2024
M07010,CAMPAGNE FIDÉLITÉ 6,Facebook,2909.49,2024-12-07,2024-12-27,1684,2.86,108.18,1.73,12,2024
M07011,CAMPAGNE PROMO 214,Email,8663.72,2025-06-25,2025-07-06,382,9.22,92.99,22.68,6,2025
M07012,CAMPAGNE SAISON 226,Facebook,10901.41,2024-12-12,2025-01-01,1308,6.77,-17.79,8.33,12,2024
M07013,CAMPAGNE INFLUENCE 67,Radio,3992.16,2025-05-11,2025-06-03,875,2.38,146.47,4.56,5,2025
M07014,CAMPAGNE FIDÉLITÉ 303,Facebook,7586.92,2025-07-27,2025-08-21,1158,5.15,30.98,6.55,7,2025
M07015,CAMPAGNE BLACKFRIDAY 258,Google Ads,19524.6,2025-01-24,2025-02-05,871,10.02,62.79,22.42,1,2025
M07016,CAMPAGNE LANCEMENT 488,Tiktok,12032.73,2025-05-09,2025-06-05,312,5.21,20.67,38.57,5,2025
M07017,CAMPAGNE BLACKFRIDAY 423,Radio,12231.18,2025-03-01,2025-03-28,1464,6.57,0.09,8.35,3,2025
M07018,CAMPAGNE BLACKFRIDAY 479,Email,15193.56,2025-08-06,2025-09-04,897,11.67,88.87,16.94,8,2025
M07019,CAMPAGNE BLACKFRIDAY 69,Google Ads,12719.37,2025-05-01,2025-05-17,3,10.01,-11.34,4239.79,5,2025
M07020,CAMPAGNE LANCEMENT 289,Email,4295.23,2024-01-28,2024-02-11,1478,0.56,145.46,2.91,1,2024
M07021,CAMPAGNE FIDÉLITÉ 328,Radio,8524.73,2024-08-18,2024-08-25,1767,2.73,60.79,4.82,8,2024
M07022,CAMPAGNE BLACKFRIDAY 141,Tiktok,13947.27,2025-06-13,2025-07-11,1076,5.8,2.02,12.96,6,2025
M07023,CAMPAGNE PROMO 66,Facebook,16274.51,2024-07-28,2024-08-08,1493,0.59,142.74,10.9,7,2024
M07024,CAMPAGNE BLACKFRIDAY 280,Instagram,11466.46,2024-12-18,2025-01-17,338,5.57,54.67,33.92,12,2024
M07025,CAMPAGNE PROMO 344,Email,1538.72,2024-02-18,2024-02-25,726,7.08,11.91,2.12,2,2024
M07026,CAMPAGNE FIDÉLITÉ 480,Facebook,17951.77,2025-08-16,2025-08-25,22,1.69,84.96,815.99,8,2025
M07027,CAMPAGNE INFLUENCE 382,Tv,1699.48,2025-05-29,2025-06-25,1675,9.99,138.57,1.01,5,2025
M07028,CAMPAGNE INFLUENCE 7,Radio,8606.21,2024-05-04,2024-05-15,847,4.78,24.43,10.16,5,2024
M07029,CAMPAGNE LANCEMENT 315,Facebook,1467.99,2025-06-16,2025-07-11,1488,8.25,127.33,0.99,6,2025
M07030,CAMPAGNE SAISON 144,Radio,11375.14,2024-05-08,2024-05-30,629,0.71,113.77,18.08,5,2024
M07031,CAMPAGNE SAISON 60,Email,7597.61,2025-05-11,2025-06-02,913,9.84,101.99,8.32,5,2025
M07032,CAMPAGNE SAISON 229,Facebook,8096.59,2024-06-08,2024-06-16,1520,5.31,149.76,5.33,6,2024
M07033,CAMPAGNE INFLUENCE 172,Radio,7973.89,2025-07-24,2025-08-03,481,11.57,90.68,16.58,7,2025
M07034,CAMPAGNE INFLUENCE 395,Radio,15193.3,2024-08-03,2024-08-27,621,3.87,49.68,24.47,8,2024
M07035,CAMPAGNE LANCEMENT 399,Radio,2968.12,2025-08-11,2025-08-22,1916,8.36,76.82,1.55,8,2025
M07036,CAMPAGNE BLACKFRIDAY 300,Instagram,6745.4,2025-04-10,2025-04-15,1891,4.81,93.29,3.57,4,2025
M07037,CAMPAGNE INFLUENCE 199,Tiktok,17869.2,2025-06-14,2025-07-06,1584,8.18,82.46,11.28,6,2025
M07038,CAMPAGNE PROMO 398,Radio,18629.18,2024-01-22,2024-02-03,1520,9.14,66.84,12.26,1,2024
M07039,CAMPAGNE INFLUENCE 46,Facebook,11667.9,2024-10-01,2024-10-06,695,11.17,113.96,16.79,10,2024
M07040,CAMPAGNE FIDÉLITÉ 267,Tv,5399.88,2025-06-20,2025-07-17,1699,7.86,124.87,3.18,6,2025
M07041,CAMPAGNE SAISON 88,Facebook,6859.21,2024-03-09,2024-03-23,1652,9.45,123.6,4.15,3,2024
M07042,CAMPAGNE INFLUENCE 488,Radio,5238.52,2025-01-23,2025-02-17,6,10.79,135.0,873.09,1,2025
M07043,CAMPAGNE BLACKFRIDAY 478,Tv,17409.86,2024-01-09,2024-02-05,693,6.22,70.47,25.12,1,2024
M07044,CAMPAGNE BLACKFRIDAY 303,Instagram,1675.06,2024-10-05,2024-10-29,1040,8.66,92.21,1.61,10,2024
M07045,CAMPAGNE INFLUENCE 430,Tv,6458.47,2025-06-21,2025-07-13,1046,9.91,115.03,6.17,6,2025
M07046,CAMPAGNE PROMO 357,Tiktok,7453.34,2024-09-20,2024-10-14,1338,6.13,15.0,5.57,9,2024
M07047,CAMPAGNE SAISON 345,Instagram,16097.2,2024-07-31,2024-08-18,1689,3.03,93.4,9.53,7,2024
M07048,CAMPAGNE SAISON 259,Google Ads,7954.52,2025-01-08,2025-01-14,1804,4.93,63.08,4.41,1,2025
M07049,CAMPAGNE FIDÉLITÉ 225,Facebook,6636.66,2024-05-24,2024-06-13,1302,0.79,71.61,5.1,5,2024
M07050,CAMPAGNE LANCEMENT 261,Google Ads,15685.71,2024-05-13,2024-05-24,893,0.99,106.3,17.57,5,2024
M07051,CAMPAGNE PROMO 383,Instagram,19586.23,2025-07-20,2025-08-16,1112,2.52,104.41,17.61,7,2025
M07052,CAMPAGNE BLACKFRIDAY 274,Radio,9064.19,2024-07-22,2024-08-09,1159,3.54,-17.53,7.82,7,2024
M07053,CAMPAGNE FIDÉLITÉ 222,Email,17975.91,2025-05-16,2025-06-08,383,10.4,59.07,46.93,5,2025
M07054,CAMPAGNE SAISON 241,Tiktok,16523.18,2024-05-27,2024-06-25,338,1.5,24.21,48.89,5,2024
M07055,CAMPAGNE LANCEMENT 421,Google Ads,1443.16,2025-07-23,2025-08-05,754,2.12,-19.51,1.91,7,2025
M07056,CAMPAGNE PROMO 310,Radio,17587.78,2025-03-11,2025-03-19,1024,6.96,4.32,17.18,3,2025
M07057,CAMPAGNE INFLUENCE 226,Tv,3253.22,2024-05-28,2024-06-25,846,9.81,142.76,3.85,5,2024
M07058,CAMPAGNE LANCEMENT 337,Facebook,8723.29,2025-04-14,2025-05-03,199,0.67,122.58,43.84,4,2025
M07059,CAMPAGNE LANCEMENT 13,Radio,7574.95,2024-12-26,2025-01-08,1155,10.49,97.45,6.56,12,2024
M07060,CAMPAGNE FIDÉLITÉ 254,Facebook,17797.71,2024-08-27,2024-09-10,1551,5.42,5.67,11.47,8,2024
M07061,CAMPAGNE INFLUENCE 279,Email,8889.31,2024-04-22,2024-04-27,301,1.38,-16.49,29.53,4,2024
M07062,CAMPAGNE SAISON 140,Google Ads,11858.31,2024-05-23,2024-06-11,338,11.66,21.52,35.08,5,2024
M07063,CAMPAGNE INFLUENCE 493,Radio,1650.57,2024-05-25,2024-06-01,214,6.19,134.57,7.71,5,2024
M07064,CAMPAGNE SAISON 118,Facebook,14456.8,2024-09-02,2024-09-11,97,11.64,-15.51,149.04,9,2024
M07065,CAMPAGNE FIDÉLITÉ 233,Instagram,7113.06,2024-03-23,2024-04-22,720,5.47,54.88,9.88,3,2024
M07066,CAMPAGNE FIDÉLITÉ 400,Facebook,13526.02,2025-04-01,2025-04-10,447,2.77,61.87,30.26,4,2025
M07067,CAMPAGNE PROMO 491,Tiktok,10007.11,2024-08-21,2024-09-11,1267,9.26,6.77,7.9,8,2024
M07068,CAMPAGNE PROMO 87,Instagram,18382.0,2025-06-15,2025-06-29,891,4.09,-12.52,20.63,6,2025
M07069,CAMPAGNE BLACKFRIDAY 133,Tiktok,2880.42,2024-01-06,2024-01-25,24,7.15,111.22,120.02,1,2024
M07070,CAMPAGNE BLACKFRIDAY 391,Instagram,10831.61,2024-11-26,2024-12-24,237,2.5,-0.58,45.7,11,2024
M07071,CAMPAGNE INFLUENCE 78,Facebook,3493.02,2025-03-19,2025-04-15,1068,2.51,11.18,3.27,3,2025
M07072,CAMPAGNE PROMO 297,Tiktok,15854.28,2024-05-05,2024-06-02,355,5.68,-14.65,44.66,5,2024
M07073,CAMPAGNE PROMO 299,Instagram,1590.31,2025-08-21,2025-08-27,1611,4.94,11.41,0.99,8,2025
M07074,CAMPAGNE INFLUENCE 339,Tv,13800.91,2024-07-20,2024-08-17,1587,5.72,93.41,8.7,7,2024
M07075,CAMPAGNE PROMO 50,Tiktok,19775.72,2024-09-29,2024-10-17,739,6.57,68.49,26.76,9,2024
M07076,CAMPAGNE SAISON 434,Radio,9981.95,2024-09-19,2024-10-16,890,6.35,129.24,11.22,9,2024
M07077,CAMPAGNE PROMO 319,Tv,15345.78,2025-03-07,2025-03-27,1218,7.63,-14.22,12.6,3,2025
M07078,CAMPAGNE PROMO 313,Google Ads,7577.54,2024-08-04,2024-08-16,1182,10.2,140.57,6.41,8,2024
M07079,CAMPAGNE INFLUENCE 204,Google Ads,19566.86,2024-04-26,2024-05-24,1400,8.22,100.3,13.98,4,2024
M07080,CAMPAGNE INFLUENCE 489,Google Ads,15190.57,2024-02-21,2024-03-04,1952,7.97,93.25,7.78,2,2024
M07081,CAMPAGNE SAISON 437,Instagram,805.85,2024-09-08,2024-09-16,1541,4.66,85.45,0.52,9,2024
M07082,CAMPAGNE FIDÉLITÉ 394,Tiktok,8995.91,2025-04-20,2025-05-17,1659,5.54,14.65,5.42,4,2025
M07083,CAMPAGNE BLACKFRIDAY 464,Facebook,13398.05,2024-08-29,2024-09-27,745,4.98,81.63,17.98,8,2024
M07084,CAMPAGNE FIDÉLITÉ 437,Tv,17168.01,2024-09-08,2024-09-14,1363,7.92,138.46,12.6,9,2024
M07085,CAMPAGNE BLACKFRIDAY 365,Facebook,13018.41,2024-06-25,2024-07-14,1653,7.46,21.18,7.88,6,2024
M07086,CAMPAGNE LANCEMENT 91,Radio,5012.13,2025-06-19,2025-07-09,797,6.71,135.34,6.29,6,2025
M07087,CAMPAGNE BLACKFRIDAY 278,Instagram,6281.54,2024-02-08,2024-02-17,240,7.04,-4.68,26.17,2,2024
M07088,CAMPAGNE BLACKFRIDAY 316,Tiktok,5608.74,2024-12-14,2024-12-31,618,5.09,67.26,9.08,12,2024
M07089,CAMPAGNE SAISON 458,Facebook,17028.42,2025-08-29,2025-09-03,257,11.49,118.15,66.26,8,2025
M07090,CAMPAGNE BLACKFRIDAY 49,Email,14331.29,2024-06-13,2024-06-25,884,6.08,27.95,16.21,6,2024
M07091,CAMPAGNE LANCEMENT 325,Email,18058.74,2024-06-06,2024-07-04,1221,9.58,-0.53,14.79,6,2024
M07092,CAMPAGNE PROMO 5,Tv,10742.26,2024-06-18,2024-06-30,958,7.0,18.92,11.21,6,2024
M07093,CAMPAGNE FIDÉLITÉ 474,Tv,13839.9,2025-03-23,2025-04-07,1225,8.3,73.15,11.3,3,2025
M07094,CAMPAGNE PROMO 128,Tv,12711.11,2025-02-22,2025-03-16,1300,2.99,117.7,9.78,2,2025
M07095,CAMPAGNE PROMO 368,Facebook,1675.52,2024-03-29,2024-04-12,402,6.44,4.42,4.17,3,2024
M07096,CAMPAGNE FIDÉLITÉ 233,Facebook,16367.3,2025-01-17,2025-02-15,817,11.83,68.6,20.03,1,2025
M07097,CAMPAGNE FIDÉLITÉ 196,Facebook,14496.99,2025-07-31,2025-08-06,1854,8.81,120.92,7.82,7,2025
M07098,CAMPAGNE BLACKFRIDAY 68,Google Ads,8325.55,2024-01-27,2024-02-18,1940,6.46,52.57,4.29,1,2024
M07099,CAMPAGNE PROMO 107,Facebook,5765.64,2025-01-12,2025-01-21,830,2.1,69.92,6.95,1,2025
M07100,CAMPAGNE PROMO 366,Email,16812.76,2025-07-14,2025-08-12,688,5.46,110.78,24.44,7,2025
M07101,CAMPAGNE FIDÉLITÉ 254,Tv,3158.87,2024-09-05,2024-09-25,1105,5.51,7.95,2.86,9,2024
M07102,CAMPAGNE FIDÉLITÉ 344,Email,18111.22,2025-03-04,2025-03-30,518,7.39,129.35,34.96,3,2025
M07103,CAMPAGNE PROMO 245,Radio,14070.46,2025-04-29,2025-05-25,798,4.95,-5.83,17.63,4,2025
M07104,CAMPAGNE FIDÉLITÉ 425,Radio,4492.84,2024-07-14,2024-08-10,328,10.71,67.97,13.7,7,2024
M07105,CAMPAGNE FIDÉLITÉ 13,Google Ads,4733.39,2024-11-02,2024-11-16,1441,6.65,20.51,3.28,11,2024
M07106,CAMPAGNE FIDÉLITÉ 464,Email,18065.99,2024-03-30,2024-04-24,1630,4.02,56.63,11.08,3,2024
M07107,CAMPAGNE LANCEMENT 498,Radio,3814.63,2024-12-17,2025-01-10,1874,6.71,55.43,2.04,12,2024
M07108,CAMPAGNE INFLUENCE 7,Instagram,17183.58,2025-04-29,2025-05-23,177,2.45,34.32,97.08,4,2025
M07109,CAMPAGNE BLACKFRIDAY 469,Email,2538.46,2025-05-25,2025-06-17,1574,8.09,140.94,1.61,5,2025
M07110,CAMPAGNE PROMO 108,Tv,16242.4,2025-08-24,2025-08-30,251,4.93,-16.55,64.71,8,2025
M07111,CAMPAGNE LANCEMENT 454,Facebook,17956.25,2025-01-30,2025-02-14,608,4.94,127.43,29.53,1,2025
M07112,CAMPAGNE LANCEMENT 481,Tv,10933.96,2024-01-05,2024-01-29,275,9.17,1.09,39.76,1,2024
M07113,CAMPAGNE FIDÉLITÉ 219,Facebook,2576.33,2025-05-12,2025-05-22,138,6.26,115.96,18.67,5,2025
M07114,CAMPAGNE FIDÉLITÉ 163,Tiktok,4481.73,2024-11-21,2024-12-07,337,3.15,59.11,13.3,11,2024
M07115,CAMPAGNE PROMO 182,Email,2036.46,2025-05-24,2025-05-31,1197,1.35,97.24,1.7,5,2025
M07116,CAMPAGNE LANCEMENT 55,Google Ads,6183.73,2024-06-05,2024-06-14,1088,11.42,-14.55,5.68,6,2024
M07117,CAMPAGNE PROMO 277,Facebook,6177.84,2024-12-09,2025-01-01,1637,10.92,118.45,3.77,12,2024
M07118,CAMPAGNE FIDÉLITÉ 200,Tiktok,2742.54,2025-06-11,2025-06-24,1262,2.9,92.77,2.17,6,2025
M07119,CAMPAGNE LANCEMENT 217,Google Ads,7051.24,2024-12-03,2024-12-10,351,9.45,-8.83,20.09,12,2024
M07120,CAMPAGNE LANCEMENT 403,Email,11890.28,2024-12-31,2025-01-25,1177,11.68,141.82,10.1,12,2024
M07121,CAMPAGNE INFLUENCE 338,Facebook,14322.97,2025-07-27,2025-08-19,818,8.57,145.19,17.51,7,2025
M07122,CAMPAGNE SAISON 220,Tiktok,7058.42,2024-08-11,2024-08-29,1700,8.03,103.12,4.15,8,2024
M07123,CAMPAGNE SAISON 368,Radio,9679.14,2025-02-22,2025-03-05,563,9.28,-0.11,17.19,2,2025
M07124,CAMPAGNE BLACKFRIDAY 324,Radio,5836.23,2024-12-10,2024-12-18,1815,7.37,141.16,3.22,12,2024
M07125,CAMPAGNE PROMO 114,Facebook,4940.51,2025-04-23,2025-05-03,1304,4.03,110.22,3.79,4,2025
M07126,CAMPAGNE PROMO 355,Facebook,18299.89,2024-06-20,2024-07-07,259,11.64,5.91,70.66,6,2024
M07127,CAMPAGNE BLACKFRIDAY 47,Email,1544.39,2024-03-07,2024-03-13,875,11.89,132.96,1.77,3,2024
M07128,CAMPAGNE SAISON 359,Radio,19503.69,2024-10-19,2024-11-08,905,11.53,26.17,21.55,10,2024
M07129,CAMPAGNE BLACKFRIDAY 91,Facebook,8968.72,2025-06-17,2025-07-08,349,1.92,85.0,25.7,6,2025
M07130,CAMPAGNE FIDÉLITÉ 248,Instagram,7966.91,2024-11-30,2024-12-10,1487,2.49,72.57,5.36,11,2024
M07131,CAMPAGNE INFLUENCE 45,Radio,15118.29,2024-12-14,2025-01-01,453,1.06,64.78,33.37,12,2024
M07132,CAMPAGNE SAISON 160,Google Ads,14433.78,2025-01-13,2025-01-22,1485,1.4,49.13,9.72,1,2025
M07133,CAMPAGNE SAISON 102,Tv,6303.07,2025-05-08,2025-05-15,1382,5.37,68.48,4.56,5,2025
M07134,CAMPAGNE INFLUENCE 117,Email,10498.26,2025-08-20,2025-09-01,1985,8.47,118.58,5.29,8,2025
M07135,CAMPAGNE PROMO 389,Tiktok,702.82,2025-02-25,2025-03-06,548,1.34,16.73,1.28,2,2025
M07136,CAMPAGNE INFLUENCE 380,Google Ads,2861.48,2024-09-29,2024-10-10,1332,11.6,-6.91,2.15,9,2024
M07137,CAMPAGNE LANCEMENT 203,Tv,5202.27,2025-07-03,2025-07-16,1730,5.76,84.65,3.01,7,2025
M07138,CAMPAGNE FIDÉLITÉ 304,Tv,9378.45,2024-11-03,2024-11-27,1896,6.64,28.43,4.95,11,2024
M07139,CAMPAGNE PROMO 93,Tv,4698.67,2024-06-26,2024-07-20,969,3.06,24.91,4.85,6,2024
M07140,CAMPAGNE INFLUENCE 426,Instagram,8863.44,2025-02-11,2025-03-03,1392,5.42,21.12,6.37,2,2025
M07141,CAMPAGNE BLACKFRIDAY 216,Tiktok,19756.68,2025-06-28,2025-07-15,677,9.44,-7.81,29.18,6,2025
M07142,CAMPAGNE PROMO 290,Facebook,2541.23,2025-06-11,2025-06-27,895,10.0,12.09,2.84,6,2025
M07143,CAMPAGNE BLACKFRIDAY 256,Radio,16153.03,2024-11-24,2024-12-18,481,0.62,64.08,33.58,11,2024
M07144,CAMPAGNE PROMO 130,Tv,13048.08,2024-10-12,2024-11-09,492,1.35,91.33,26.52,10,2024
